title_dgs,title_pf,artist_pf,artist_dgs,year,genre_1,genre_2,format_1,label,score,publish_date,reviewer,,,,
Luxury Liners - They're Flowers,They're Flowers,Luxury Liners,<Artist 3169134 u'Luxury Liners'>,2013,Electronic,Rock,CD, Western Vinyl,6.2,2013-04-09,Harley Brown,,,,
Milk Music - Cruise Your Illusion,Cruise Your Illusion,Milk Music,<Artist 2131664 u'Milk Music'>,2013,Rock,,Vinyl, Fat Possum,7.8,2013-04-08,Jenn Pelly,,,,
Black Rebel Motorcycle Club - Specter At The Feast,Specter at the Feast,Black Rebel Motorcycle Club,<Artist 62807 u'Black Rebel Motorcycle Club'>,2013,Rock,,Vinyl, Abstract Dragon,5.1,2013-04-08,Steven Hyden,,,,
Toxic Holocaust - From The Ashes Of Nuclear Destruction,From the Ashes of Nuclear Destruction,Toxic Holocaust,<Artist 614648 u'Toxic Holocaust'>,2013,Rock,,CD, Relapse,6.6,2013-04-08,Kim Kelly,,,,
Merchandise (2) - Totale Nite,Totale Nite,Merchandise,<Artist 1735627 u'Merchandise (2)'>,2013,Rock,,Vinyl, Night People,8,2013-04-05,Aaron Leitko,,,,
Rodriguez* - Cold Fact,Cold,James Ferraro,<Artist 98580 u'Sixto Rodriguez'>,2013,Rock,Funk / Soul,Vinyl, Hippos in Tanks,7.2,2013-04-05,Lisa Blanning,,,,
Charles Bradley Featuring Menahan Street Band - Victim Of Love,Victim of Love,Charles Bradley,<Artist 89824 u'Charles Bradley'>,2013,Jazz,Funk / Soul,Vinyl, Dunham,6.8,2013-04-05,Dean Van Nguyen,,,,
"Joe Meek And Blue Men, The - I Hear A New World",I Hear a New World,Joe Meek,<Artist 226551 u'Joe Meek'>,1960,Rock,Pop,Vinyl, PoppyDisc,8.3,2013-04-05,Andy Beta,,,,
"Flaming Lips, The - The Terror",The Terror,The Flaming Lips,"<Artist 67156 u'Flaming Lips, The'>",2013,Rock,,Vinyl, Bella Union / Warner Bros.,7.8,2013-04-04,Stuart Berman,,,,
Rilo Kiley - Rkives,rkives,Rilo Kiley,<Artist 242238 u'Rilo Kiley'>,2013,Rock,,Vinyl, Little Record Company,7.4,2013-04-04,Carrie Battan,,,,
EmptyMansions - snakes/vultures/sulfate,snakes/vultures/sulfate,EmptyMansions,<Artist 3401829 u'EmptyMansions'>,2013,Rock,,Vinyl, Riot House,3.2,2013-04-04,Ian Cohen,,,,
Nails - Abandon All Life,Abandon All Life,Nails,<Artist 1769424 u'Nails'>,2013,Rock,,Vinyl, Southern Lord,8,2013-04-04,Brandon Stosuy,,,,
Stornoway - Tales From Terra Firma,Tales from Terra Firma,Stornoway,<Artist 1719317 u'Stornoway'>,2013,Rock,,Vinyl, 4AD,4.9,2013-04-03,Jayson Greene,,,,
Kinski - Cosy Moments,Cosy Moments,Kinski,<Artist 197419 u'Kinski'>,2013,Rock,,Vinyl, Kill Rock Stars,7,2013-04-03,Joe Tangari,,,,
Wire - Change Becomes Us,Change Becomes Us,Wire,<Artist 21323 u'Wire'>,2013,Rock,,Vinyl, Pink Flag,8.2,2013-04-02,Douglas Wolk,,,,
"Black Angels, The - Indigo Meadow",Indigo Meadow,The Black Angels,"<Artist 428135 u'Black Angels, The'>",2013,Rock,,Vinyl, Blue Horizon,4.9,2013-04-02,Steven Hyden,,,,
DKMA Presents Andrastea - The Ascent,The Ascent,Wiley,<Artist 193 u'DKMA'>,2013,Electronic,,CD, Warner Bros.,6.2,2013-04-02,Tim Finney,,,,
Young Thug (2) - 1017 Thug,1017 Thug,Young Thug,<Artist 3243777 u'Young Thug (2)'>,2013,Hip Hop,,File, Brick Squad Monopoly,7.4,2013-04-02,Corban Goble,,,,
Mad Season - Above (Deluxe Edition),Above (Deluxe Edition),Mad Season,<Artist 69953 u'Mad Season'>,2013,Rock,Blues,File, Columbia Legacy,4.6,2013-04-01,Stephen M. Deusner,,,,
Hiss Golden Messenger - Haw,Haw,Hiss Golden Messenger,<Artist 2153688 u'Hiss Golden Messenger'>,2013,Rock,"Folk, World, & Country",Vinyl, Paradise of Bachelors,8,2013-04-01,Stephen M. Deusner,,,,
Bleached - Ride Your Heart,Ride Your Heart,Bleached,<Artist 2388069 u'Bleached'>,2013,Rock,,Vinyl, Dead Oceans,6.6,2013-04-01,Lindsay Zoladz,,,,
"Besnard Lakes, The - Until In Excess, Imperceptible UFO","Until In Excess, Imperceptible UFO",The Besnard Lakes,"<Artist 321301 u'Besnard Lakes, The'>",2013,Rock,,Vinyl, Jagjaguwar,7.3,2013-04-01,Steven Hyden,,,,
Lil Wayne - I Am Not A Human Being II,I Am Not a Human Being II,Lil Wayne,<Artist 1065010 u'Lil Wayne'>,2013,Hip Hop,,CD, Young Money Entertainment,3.9,2013-03-29,Jayson Greene,,,,
Goldie - The Alchemist: The Best Of 1992-2012,The Alchemist: The Best of Goldie 1992-2012,Goldie,<Artist 2825 u'Goldie'>,2013,Electronic,,CD, FFRR,8.4,2013-03-29,Miles Raymer,,,,
Vondelpark - Seabed,Seabed,Vondelpark,<Artist 2050441 u'Vondelpark'>,2013,Electronic,Funk / Soul,Vinyl, R&S,7.8,2013-03-29,Marc Hogan,,,,
Generationals - Heza,Heza,Generationals,<Artist 2235674 u'Generationals'>,2013,Rock,,Vinyl, Polyvinyl,6.4,2013-03-29,Zach Kelly,,,,
Depeche Mode - Delta Machine,Delta Machine,Depeche Mode,<Artist 2725 u'Depeche Mode'>,2013,Electronic,,Vinyl, Mute / Columbia,5,2013-03-28,Douglas Wolk,,,,
Jace Clayton - The Julius Eastman Memory Depot,The Julius Eastman Memory Depot,Jace Clayton,<Artist 1138388 u'Jace Clayton'>,2013,Electronic,Classical,CD, New Amsterdam,7.8,2013-03-28,Jayson Greene,,,,
Telekinesis (2) - Dormarion,Dormarion,Telekinesis,<Artist 1513972 u'Telekinesis (2)'>,2013,Rock,,Vinyl, Merge,6.9,2013-03-28,Steven Hyden,,,,
Lapalux - Nostalchic,Nostalchic,Lapalux,<Artist 2198906 u'Lapalux'>,2013,Electronic,,Vinyl, Brainfeeder,7.4,2013-03-28,Jonah Bromwich,,,,
DJ Koze - Amygdala,Amygdala,DJ Koze,<Artist 8260 u'DJ Koze'>,2013,Electronic,,Vinyl, Pampa,8.6,2013-03-27,Andrew Ryce,,,,
Blu (2) - NoYork!,NoYork!,Blu,<Artist 80569 u'Blu (2)'>,2013,Hip Hop,,Vinyl, New World Color,8.1,2013-03-27,Craig Jenkins,,,,
Edwyn Collins - Understated,Understated,Edwyn Collins,<Artist 24503 u'Edwyn Collins'>,2013,Rock,Pop,Vinyl, AED,6.8,2013-03-27,Nick Neyland,,,,
Cankun - Culture Of Pink,Culture of Pink,Cankun,<Artist 2225687 u'Cankun'>,2013,Electronic,,Vinyl, Hands in the Dark,7.3,2013-03-27,Marc Masters,,,,
Call Of The Void - Dragged Down A Dead End Path,Dragged Down a Dead End Path,Call of the Void,<Artist 3155258 u'Call Of The Void'>,2013,Rock,,Vinyl, Relapse,7.6,2013-03-27,Andy O'Connor,,,,
Wavves - Afraid Of Heights,Afraid of Heights,Wavves,<Artist 1242652 u'Wavves'>,2013,Rock,,Vinyl, Mom & Pop,7.8,2013-03-26,Larry Fitzmaurice,,,,
Blanche Blanche Blanche - Wooden Ball,Wooden Ball,Blanche Blanche Blanche,<Artist 2100410 u'Blanche Blanche Blanche'>,2013,Electronic,Jazz,Vinyl, NNA Tapes,7,2013-03-26,Nick Neyland,,,,
"Strokes, The - Comedown Machine",Comedown Machine,The Strokes,"<Artist 55980 u'Strokes, The'>",2013,Rock,,Vinyl, RCA,6.1,2013-03-25,Ian Cohen,,,,
Chvrches - Recover EP,Recover EP,Chvrches,<Artist 2953514 u'Chvrches'>,2013,Electronic,,Vinyl, Glassnote / Goodbye,7.6,2013-03-25,Lindsay Zoladz,,,,
Kvelertak - Meir,Meir,Kvelertak,<Artist 1868277 u'Kvelertak'>,2013,Rock,,Vinyl, Roadrunner,7.2,2013-03-25,Hank Shteamer,,,,
Suede - Bloodsports,Bloodsports,Suede,<Artist 92564 u'Suede'>,2013,Rock,Pop,Vinyl, Suede Limited,7.6,2013-03-22,Stuart Berman,,,,
William Tyler - Impossible Truth,Impossible Truth,William Tyler,<Artist 287719 u'William Tyler'>,2013,Rock,"Folk, World, & Country",Vinyl, Merge,8,2013-03-22,Jayson Greene,,,,
Ensemble Pearl - Ensemble Pearl,Ensemble Pearl,Ensemble Pearl,<Artist 3075035 u'Ensemble Pearl'>,2013,Electronic,Rock,Vinyl, Drag City,7.4,2013-03-22,Grayson Currin,,,,
Low - The Invisible Way,The Invisible Way,Low,<Artist 10824 u'Low'>,2013,Rock,,Vinyl, Sub Pop,7.3,2013-03-21,Stephen M. Deusner,,,,
KEN mode - Entrench,Entrench,KEN mode,<Artist 1179939 u'KEN mode'>,2013,Rock,,Vinyl, Season of Mist,8.2,2013-03-21,Grayson Currin,,,,
Deptford Goth - Life After Defo,Life After Defo,Deptford Goth,<Artist 2504698 u'Deptford Goth'>,2013,Electronic,,Vinyl, Cooperative / Merok,6,2013-03-21,Laura Snapes,,,,
Girls Names - The New Life,The New Life,Girls Names,<Artist 1826647 u'Girls Names'>,2013,Rock,,Vinyl, Slumberland,6.5,2013-03-21,Larry Fitzmaurice,,,,
Marnie Stern - The Chronicles Of Marnia,The Chronicles of Marnia,Marnie Stern,<Artist 919509 u'Marnie Stern'>,2013,Rock,,Vinyl, Kill Rock Stars,8,2013-03-20,Mike Powell,,,,
Dump - Superpowerless,Superpowerless,Dump,<Artist 502996 u'Dump'>,1993,Rock,,CD, Morr,7.9,2013-03-20,Douglas Wolk,,,,
Caitlin Rose - The Stand-In,The Stand-In,Caitlin Rose,<Artist 1156852 u'Caitlin Rose'>,2013,"Folk, World, & Country",,Vinyl, ATO,7,2013-03-20,Laura Snapes,,,,
BOAT - Pretend To Be Brave,Pretend To Be Brave,BOAT,<Artist 607044 u'BOAT'>,2013,Rock,,Vinyl, Magic Marker,6.8,2013-03-20,Jamieson Cox,,,,
J T* - The 20/20 Experience,The 20/20 Experience,Justin Timberlake,<Artist 66824 u'Justin Timberlake'>,2013,Hip Hop,Pop,Vinyl, RCA,8.4,2013-03-19,Ryan Dombal,,,,
Purling Hiss - Water On Mars,Water on Mars,Purling Hiss,<Artist 1677135 u'Purling Hiss'>,2013,Rock,,Vinyl, Drag City,7.3,2013-03-19,Aaron Leitko,,,,
Inter Arma - Sky Burial ,Sky Burial,Inter Arma,<Artist 1819178 u'Inter Arma'>,2013,Rock,,Vinyl, Relapse,8.2,2013-03-19,Grayson Currin,,,,
Phosphorescent - Muchacho,Muchacho,Phosphorescent,<Artist 769729 u'Phosphorescent'>,2013,Rock,"Folk, World, & Country",Vinyl, Dead Oceans,8.8,2013-03-18,Jayson Greene,,,,
Palma Violets - 180,180,Palma Violets,<Artist 2969608 u'Palma Violets'>,2013,Rock,,Vinyl, Rough Trade,7,2013-03-18,Steven Hyden,,,,
Lady Lamb The Beekeeper - Ripely Pine,Ripely Pine,Lady Lamb the Beekeeper,<Artist 2501665 u'Lady Lamb The Beekeeper'>,2013,Rock,,Vinyl, Ba Da Bing!,7.8,2013-03-18,Laura Snapes,,,,
Leven Signs - Hemp Is Here,Hemp Is Here,Leven Signs,<Artist 740587 u'Leven Signs'>,1985,Rock,,Vinyl, Digitalis,7.2,2013-03-18,Nick Neyland,,,,
Clinic - Free Reign II,Free Reign II,Clinic,<Artist 42650 u'Clinic'>,2013,Rock,,Vinyl, Domino,8,2013-03-15,Stuart Berman,,,,
Fol Chen - The False Alarms,The False Alarms,Fol Chen,<Artist 1418228 u'Fol Chen'>,2013,Electronic,Pop,Vinyl, Asthmatic Kitty,6.9,2013-03-15,Zach Kelly,,,,
Colleen Green - Sock It To Me,Sock It To Me,Colleen Green,<Artist 2149813 u'Colleen Green'>,2013,Rock,Pop,Vinyl, Hardly Art,7.2,2013-03-15,Lindsay Zoladz,,,,
Sannhet - Known Flood,Known Flood,Sannhet,<Artist 1530188 u'Sannhet'>,2013,Rock,,Vinyl, Sacrament Music,7.4,2013-03-15,Grayson Currin,,,,
Black Pus - All My Relations,All My Relations,Black Pus,<Artist 800053 u'Black Pus'>,2013,Rock,,Vinyl, Thrill Jockey,7.2,2013-03-14,Aaron Leitko,,,,
Helado Negro - Invisible Life,Invisible Life,Helado Negro,<Artist 1577970 u'Helado Negro'>,2013,Electronic,Latin,Vinyl, Asthmatic Kitty,7.4,2013-03-14,Brian Howe,,,,
October Falls - The Plague Of A Coming Age,The Plague of a Coming Age,October Falls,<Artist 824007 u'October Falls'>,2013,Rock,,Vinyl, Debemur Morti,6.2,2013-03-14,Kim Kelly,,,,
Conny Plank / Various - Who's That Man - A Tribute To Conny Plank,Who's That Man: A Tribute to Conny Plank,Various Artists,<Artist 40135 u'Conny Plank'>,2013,Electronic,Rock,Vinyl, Grönland,5.9,2013-03-14,Andy Beta,,,,
"Adrian Younge Presents Delfonics, The - Adrian Younge Presents The Delfonics",Adrian Younge Presents The Delfonics,The Delfonics,<Artist 1611895 u'Adrian Younge'>,2013,Funk / Soul,,Vinyl, Wax Poetics,7.5,2013-03-13,Miles Raymer,,,,
Rachel Zeffira - The Deserters,The Deserters,Rachel Zeffira,<Artist 2162812 u'Rachel Zeffira'>,2012,Rock,Classical,Vinyl, Paper Bag / RAF,6.3,2013-03-13,Larry Fitzmaurice,,,,
Ty Segall - Sleeper,Sleeper,Carmen Villain,<Artist 1265284 u'Ty Segall'>,2013,Rock,,Vinyl, Smalltown Supersound,6.6,2013-03-13,Jayson Greene,,,,
Devendra Banhart - Mala,Mala,Devendra Banhart,<Artist 202595 u'Devendra Banhart'>,2013,Rock,Pop,Vinyl, Nonesuch,7.6,2013-03-12,Ian Cohen,,,,
Batillus - Concrete Sustain,Concrete Sustain,Batillus,<Artist 1343604 u'Batillus'>,2013,Rock,,Vinyl, Seventh Rule,6.9,2013-03-12,Grayson Currin,,,,
David Bowie - The Next Day,The Next Day,David Bowie,<Artist 10263 u'David Bowie'>,2013,Rock,Pop,Vinyl, ISO,7.6,2013-03-11,Ryan Dombal,,,,
Apparat - Krieg Und Frieden (Music For Theatre),Krieg und Frieden (Music for Theatre),Apparat,<Artist 50406 u'Apparat'>,2013,Electronic,Rock,Vinyl, Mute,7.5,2013-03-11,Ruth Saxelby,,,,
Ellen Allien - LISm,LISm,Ellen Allien,<Artist 4281 u'Ellen Allien'>,2013,Electronic,Stage & Screen,CD, Bpitch Control,6.4,2013-03-11,Nick Neyland,,,,
Toy Love - Toy Love,Toy Love,Toy Love,<Artist 309459 u'Toy Love'>,1980,Rock,,Vinyl, Flying Nun / Captured Tracks,7.7,2013-03-11,Marc Masters,,,,
PlanningToRock - Misogyny Drop Dead EP,Misogyny Drop Dead EP,Planningtorock,<Artist 501552 u'PlanningToRock'>,2013,Electronic,,File, Human Level,6.5,2013-03-08,Katherine St. Asaph,,,,
Pete Swanson - Punk Authority,Punk Authority EP,Pete Swanson,<Artist 465548 u'Pete Swanson'>,2013,Electronic,,Vinyl, Software,7.5,2013-03-08,Nick Neyland,,,,
Deathfix - Deathfix,Deathfix,Deathfix,<Artist 3184733 u'Deathfix'>,2013,Rock,,Vinyl, Dischord,6.4,2013-03-08,Paul Thompson,,,,
Golden Grrrls - Golden Grrrls,Golden Grrrls,Golden Grrrls,<Artist 1924199 u'Golden Grrrls'>,2013,Rock,Pop,Vinyl, Slumberland,6.2,2013-03-08,Steven Hyden,,,,
Waxahatchee - Cerulean Salt,Cerulean Salt,Waxahatchee,<Artist 2527535 u'Waxahatchee'>,2013,Rock,,Vinyl, Don Giovanni,8.4,2013-03-07,Lindsay Zoladz,,,,
Mister Lies - Mowgli,Mowgli,Mister Lies,<Artist 2651707 u'Mister Lies'>,2013,Electronic,,Vinyl, Lefse,6.6,2013-03-07,Zach Kelly,,,,
Art Department (2) - Social Experiment 003,Social Experiment 003,Art Department,<Artist 1927726 u'Art Department (2)'>,2013,Electronic,,Vinyl, No. 19 Music,7.3,2013-03-07,Tim Finney,,,,
Kate Nash - Girl Talk,Girl Talk,Kate Nash,<Artist 798521 u'Kate Nash'>,2013,Rock,Pop,Vinyl, have 10p,6.4,2013-03-07,Jillian Mapes,,,,
Mazes - Ores & Minerals,Ores & Minerals,Mazes,<Artist 1176855 u'Mazes'>,2013,Electronic,Rock,Vinyl, Fat Cat,7.7,2013-03-07,Marc Masters,,,,
How To Destroy Angels - Welcome Oblivion,Welcome Oblivion,How to destroy angels_,<Artist 1806412 u'How To Destroy Angels'>,2013,Electronic,Rock,Vinyl, Columbia,6.2,2013-03-06,Grayson Currin,,,,
Bilal - A Love Surreal,A Love Surreal,Bilal,<Artist 17040 u'Bilal'>,2013,Hip Hop,Jazz,CD, eOne,7.6,2013-03-06,Jayson Greene,,,,
Suuns - Images Du Futur,Images Du Futur,Suuns,<Artist 1932399 u'Suuns'>,2013,Rock,,Vinyl, Secretly Canadian,5,2013-03-06,Ian Cohen,,,,
Defeated Sanity - Passages Into Deformity,Passages Into Deformity,Defeated Sanity,<Artist 749285 u'Defeated Sanity'>,2013,Rock,,CD, Willowtip,7.2,2013-03-06,Andy O'Connor,,,,
Shlohmo - Laid Out EP,Laid Out EP,Shlohmo,<Artist 1685349 u'Shlohmo'>,2013,Electronic,Hip Hop,File, Friends of Friends / Wedidit,8,2013-03-05,Jonah Bromwich,,,,
Josh Ritter - The Beast In Its Tracks,The Beast In Its Tracks,Josh Ritter,<Artist 445900 u'Josh Ritter'>,2013,Rock,,Vinyl, Pytheas,6.8,2013-03-05,Stephen Deusner,,,,
Javelin - Hi Beams,Hi Beams,Javelin,<Artist 61948 u'Javelin'>,2013,Electronic,Pop,Vinyl, Luaka Bop,4.8,2013-03-05,Zach Kelly,,,,
Karen Gwyer - Needs Continuum,Needs Continuum,Karen Gwyer,<Artist 2783320 u'Karen Gwyer'>,2013,Electronic,,Vinyl, No Pain in Pop,6.7,2013-03-05,Nick Neyland,,,,
Youth Lagoon - Wondrous Bughouse,Wondrous Bughouse,Youth Lagoon,<Artist 2353411 u'Youth Lagoon'>,2013,Electronic,Rock,Vinyl, Fat Possum,8.7,2013-03-04,Ian Cohen,,,,
Blue Hawaii (2) - Untogether,Untogether,Blue Hawaii,<Artist 2156990 u'Blue Hawaii (2)'>,2013,Electronic,Pop,Vinyl, Arbutus,7.1,2013-03-04,Lindsay Zoladz,,,,
Benoit Pioulard - Hymnal,Hymnal,Benoît Pioulard,<Artist 247479 u'Benoit Pioulard'>,2013,Electronic,"Folk, World, & Country",Vinyl, Kranky,6.7,2013-03-04,Nick Neyland,,,,
Chelsea Light Moving - Chelsea Light Moving,Chelsea Light Moving,Chelsea Light Moving,<Artist 2839023 u'Chelsea Light Moving'>,2013,Rock,,Vinyl, Matador,6.8,2013-03-01,Aaron Leitko,,,,
Hans-Joachim Roedelius / Lloyd Cole - Selected Studies Vol. 1,"Selected Studies, Vol. 1",Lloyd Cole / Hans-Joachim Roedelius,<Artist 105272 u'Hans-Joachim Roedelius'>,2013,Electronic,,Vinyl, Bureau B,6.3,2013-03-01,Nick Neyland,,,,
Voigt & Voigt - Die Zauberhafte Welt Der Anderen,Die zauberhafte Welt der Anderen,Voigt & Voigt,<Artist 51385 u'Voigt & Voigt'>,2013,Electronic,,Vinyl, Kompakt,5.6,2013-03-01,Miles Raymer,,,,
Mogwai - Les Revenants,Les Revenants,Mogwai,<Artist 2813 u'Mogwai'>,2013,Rock,Stage & Screen,Vinyl, Rock Action,7.6,2013-02-28,Laura Snapes,,,,
Kevin Gates (2) - The Luca Brasi Story,The Luca Brasi Story,Kevin Gates,<Artist 2981552 u'Kevin Gates (2)'>,2013,Hip Hop,,File, Breadwinners Association,8,2013-02-28,Craig Jenkins,,,,
Doldrums (5) - Lesser Evil,Lesser Evil,Doldrums,<Artist 2620318 u'Doldrums (5)'>,2013,Electronic,,Vinyl, Arbutus,8,2013-02-27,Eric Harvey,,,,
Kavinsky - Outrun,Outrun,Kavinsky,<Artist 433179 u'Kavinsky'>,2013,Electronic,,Vinyl, Mercury,6.3,2013-02-27,Miles Raymer,,,,
Vietnam - An A.merican D.ream,An A.merican D.ream,VietNam,<Artist 488596 u'Vietnam'>,2013,Rock,,Vinyl, Mexican Summer,4.7,2013-02-27,Steven Hyden,,,,
Benjamin Damage - Heliosphere,Heliosphere,Benjamin Damage,<Artist 1942831 u'Benjamin Damage'>,2013,Electronic,,Vinyl, 50 Weapons,6,2013-02-27,Andrew Gaerig,,,,
Autre Ne Veut - Anxiety,Anxiety,Autre Ne Veut,<Artist 1609994 u'Autre Ne Veut'>,2013,Electronic,,Vinyl, Mexican Summer / Software,8.5,2013-02-26,Ian Cohen,,,,
Prurient - Through The Window,Through the Window,Prurient,<Artist 27012 u'Prurient'>,2013,Electronic,,Vinyl, Blackest Ever Black,7.4,2013-02-26,Ruth Saxelby,,,,
Shout Out Louds - Optica,Optica,Shout Out Louds,<Artist 301732 u'Shout Out Louds'>,2013,Rock,,Vinyl, Merge,5.8,2013-02-26,Paul Thompson,,,,
Dan Friel - Total Folklore,Total Folklore,Dan Friel,<Artist 234639 u'Dan Friel'>,2013,Electronic,Rock,Vinyl, Thrill Jockey,7.7,2013-02-26,Brian Howe,,,,
Atoms For Peace (2) - Amok,AMOK,Atoms for Peace,<Artist 1879701 u'Atoms For Peace (2)'>,2013,Electronic,Rock,Vinyl, XL,6.9,2013-02-25,Stuart Berman,,,,
Mount Moriah - Miracle Temple,Miracle Temple,Mount Moriah,<Artist 2066435 u'Mount Moriah'>,2013,"Folk, World, & Country",,Vinyl, Merge,7.8,2013-02-25,Jessica Hopper,,,,
Spitta Andretti - New Jet City,New Jet City,Curren$y,<Artist 2831021 u'Spitta Andretti'>,2013,Hip Hop,,File, Warner Bros.,6.9,2013-02-25,Mike Madden,,,,
Darkthrone - The Underground Resistance,The Underground Resistance,Darkthrone,<Artist 252211 u'Darkthrone'>,2013,Rock,,Vinyl, Peaceville,7.4,2013-02-25,Grayson Currin,,,,
Dog Bite (2) - Velvet Changes,Velvet Changes,Dog Bite,<Artist 2282376 u'Dog Bite (2)'>,2013,Rock,,Vinyl, Carpark,4.6,2013-02-25,Steven Hyden,,,,
Jamie Lidell - Jamie Lidell,Jamie Lidell,Jamie Lidell,<Artist 345 u'Jamie Lidell'>,2013,Electronic,Funk / Soul,Vinyl, Warp,5.6,2013-02-22,Nate Patrin,,,,
Matmos - The Marriage Of True Minds,The Marriage of True Minds,Matmos,<Artist 1926 u'Matmos'>,2013,Electronic,Pop,Vinyl, Thrill Jockey,7.5,2013-02-22,Jayson Greene,,,,
Flume - Flume,Flume,Flume,<Artist 2384511 u'Flume'>,2012,Electronic,,Vinyl, Transgressive / Mom & Pop / Future Classic,7.4,2013-02-22,Harley Brown,,,,
Serengeti - Saal,Saal,Serengeti,<Artist 318985 u'Serengeti'>,2013,Hip Hop,,Vinyl, Graveface,6.3,2013-02-22,Jonah Bromwich,,,,
Black Twig Pickers - Rough Carpenters,Rough Carpenters,Black Twig Pickers,<Artist 613366 u'Black Twig Pickers'>,2013,"Folk, World, & Country",,Vinyl, Thrill Jockey,7.4,2013-02-22,Grayson Currin,,,,
Araab Muzik* - For Professional Use Only,For Professional Use Only,AraabMuzik,<Artist 2015911 u'araabMUZIK'>,2013,Electronic,Hip Hop,File, self-released,7.2,2013-02-21,Ian Cohen,,,,
Portal (6) - Vexovoid,Vexovoid,Portal,<Artist 996715 u'Portal (6)'>,2013,Rock,,Vinyl, Profound Lore,8,2013-02-21,Grayson Currin,,,,
Waka Flocka Flame - DuFlocka Rant V.1: 10 Toes Down,DuFlocka Rant 2,Waka Flocka Flame,<Artist 1689694 u'Waka Flocka Flame'>,2013,Hip Hop,,File, 1017 Brick Squad,7.1,2013-02-21,Miles Raymer,,,,
Maxmillion Dunbar - House Of  Woo,House of Woo,Maxmillion Dunbar,<Artist 1164218 u'Maxmillion Dunbar'>,2013,Electronic,,Vinyl, Rvng Intl.,7.8,2013-02-21,Mike Powell,,,,
"Howling Hex, The - The Best Of The Howling Hex",The Best of The Howling Hex,The Howling Hex,"<Artist 327642 u'Howling Hex, The'>",2013,Rock,,Vinyl, Drag City,6.1,2013-02-21,Stuart Berman,,,,
Dawn McCarthy & Bonnie 'Prince' Billy* - What The Brothers Sang,What the Brothers Sang,"Bonnie ""Prince"" Billy / Dawn McCarthy",<Artist 344679 u'Dawn McCarthy'>,2013,"Folk, World, & Country",,Vinyl, Drag City,7,2013-02-20,Stephen M. Deusner,,,,
Pusha-T* - Wrath Of Caine,Wrath of Caine,Pusha-T,<Artist 158775 u'Pusha T'>,2013,Hip Hop,,File, GOOD,7.2,2013-02-20,Craig Jenkins,,,,
Feeding People - Island Universe,Island Universe,Feeding People,<Artist 2267231 u'Feeding People'>,2013,Rock,,Vinyl, Innovative Leisure,5.9,2013-02-20,Harley Brown,,,,
Autechre - Exai,Exai,Autechre,<Artist 41 u'Autechre'>,2013,Electronic,,Vinyl, Warp,5.9,2013-02-19,Grayson Currin,,,,
Inc. (2) - No World,no world,Inc.,<Artist 2088968 u'Inc. (2)'>,2013,Electronic,Hip Hop,Vinyl, 4AD,7,2013-02-19,Eric Harvey,,,,
Iceage - You're Nothing,You're Nothing,Iceage,<Artist 1599156 u'Iceage'>,2013,Rock,,Vinyl, Matador,8.6,2013-02-18,Brandon Stosuy,,,,
Beach Fossils - Clash The Truth,Clash the Truth,Beach Fossils,<Artist 1720433 u'Beach Fossils'>,2013,Rock,,Vinyl, Captured Tracks,5.8,2013-02-18,Ian Cohen,,,,
Moon B - Moon B,Moon B,Moon B,<Artist 3056472 u'Moon B'>,2013,Electronic,,File, Peoples Potential Unlimited,7.5,2013-02-18,Andrew Ryce,,,,
Endless Boogie - Long Island,Long Island,Endless Boogie,<Artist 654261 u'Endless Boogie'>,2013,Rock,,Vinyl, No Quarter,6.6,2013-02-18,Zach Kelly,,,,
STRFKR* - Miracle Mile,Miracle Mile,STRFKR,<Artist 1434932 u'Starfucker (2)'>,2013,Rock,,Vinyl, Polyvinyl,5.2,2013-02-18,Steven Hyden,,,,
Nick Cave & The Bad Seeds - Push The Sky Away,Push The Sky Away,Nick Cave & the Bad Seeds,<Artist 36665 u'Nick Cave & The Bad Seeds'>,2013,Rock,,Vinyl, Bad Seed Ltd.,8,2013-02-15,Stuart Berman,,,,
Screaming Females - Chalk Tape,Chalk Tape,Screaming Females,<Artist 1435021 u'Screaming Females'>,2013,Rock,,Cassette, Don Giovanni,7.9,2013-02-15,Steven Hyden,,,,
Qluster - Lauschen,Lauschen,Qluster,<Artist 2260206 u'Qluster'>,2013,Electronic,,CD, Bureau B,6.5,2013-02-15,Brian Howe,,,,
Darwin Deez - Songs For Imaginative People,Songs for Imaginative People,Darwin Deez,<Artist 1652552 u'Darwin Deez'>,2013,Rock,,Vinyl, Lucky Number,5,2013-02-15,Laura Snapes,,,,
Paul Banks (2) - Everybody On My Dick Like They Supposed To Be,Everybody on My Dick Like They Supposed to Be,Paul Banks,<Artist 415697 u'Paul Banks (2)'>,2013,Hip Hop,Rock,File, self-released,2,2013-02-14,Jayson Greene,,,,
Spectral Park - Spectral Park,Spectral Park,Spectral Park,<Artist 3133333 u'Spectral Park'>,2013,Rock,Pop,Vinyl, Mexican Summer,6.9,2013-02-14,Paul Thompson,,,,
Applescal - Dreaming In Key,Dreaming In Key,Applescal,<Artist 877472 u'Applescal'>,2013,Electronic,,CD, Atomnation,7.6,2013-02-14,Brian Howe,,,,
Various - Night Slugs Allstars Volume 2,Night Slugs: Allstars Volume 2,Various Artists,<Artist 194 u'Various'>,2013,Electronic,Hip Hop,CD, Night Slugs,8,2013-02-13,Nate Patrin,,,,
